======================================================================
DEEP RE: PE_0529.bin
PATH   : /tmp/critical_modules/PE_0529.bin
│    (**(code **)(*DAT_00101a58 + 0x20))();
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001B79C  FUN_0001b79c  (1 params)
│  Called from: 0x0001BDE0(FUN_0001bde0) 
│
│  
│  void FUN_0001b79c(longlong param_1)
│  
│  {
│    longlong lVar1;
│    short local_38;
│    undefined2 local_36;
│    undefined8 local_30;
│    longlong local_28;
│    undefined8 local_20;
│    
│    if ((*(longlong *)(param_1 + 0x90) != 0) && (*(longlong *)(param_1 + 0x48) != 0)) {
│      lVar1 = (**(code **)(**(longlong **)(param_1 + 0x80) + 0x158))();
│      if ((lVar1 != *(longlong *)(param_1 + 0x90)) &&
│         ((*(short *)(param_1 + 0x3c) != 0 && ((*(ushort *)(param_1 + 0x40) & 0x1000) != 0)))) {
│        local_36 = *(undefined2 *)(lVar1 + 0x3c);
│        local_38 = *(short *)(param_1 + 0x3c) * 0x10 + 0x8c;
│        local_30 = *(undefined8 *)(param_1 + 0x48);
│        local_20 = 0;
│        local_28 = param_1;
│        FUN_00009508(DAT_00101a60,(longlong)&local_38);
│      }
│    }
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001B830  FUN_0001b830  (1 params)
│  Called from: 0x0001BDE0(FUN_0001bde0) 0x0001BCFC(FUN_0001bcfc) 0x0001BD64(FUN_0001bd64) 0x0001C074(FUN_0001c074) 0x0001BCD4(FUN_0001bcd4) 
│
│  
│  void FUN_0001b830(longlong *param_1)
│  
│  {
│    ushort uVar1;
│    longlong *plVar2;
│    longlong lVar3;
│    longlong lVar4;
│    longlong local_res8;
│    
│    plVar2 = (longlong *)(**(code **)(*(longlong *)param_1[0x10] + 0x158))();
│    if (plVar2 != (longlong *)0x0) {
│      if (param_1[0x11] != 0) {
│        (**(code **)(*DAT_00101a58 + 0x70))();
│      }
│      lVar3 = (**(code **)(*DAT_00101a58 + 0x68))();
│      param_1[0x11] = lVar3;
│      lVar3 = plVar2[2];
│      local_res8 = lVar3;
│      FUN_0000c364((short *)&local_res8,0,0);
│      (**(code **)(*plVar2 + 0x58))(plVar2,local_res8);
│      (**(code **)(*DAT_00101a58 + 8))(DAT_00101a58,param_1,param_1[0x11]);
│      if (((*(byte *)((longlong)param_1 + 0x3e) & 2) == 0) || ((int)param_1[0x14] != 0)) {
│        lVar4 = *plVar2;
│        uVar1 = (**(code **)(lVar4 + 0x80))(plVar2);
│        uVar1 = uVar1 & 0xefff;
│      }
│      else {
│        lVar4 = *plVar2;
│        uVar1 = (**(code **)(lVar4 + 0x80))(plVar2);
│        uVar1 = uVar1 | 0x1000;
│      }
│      (**(code **)(lVar4 + 0x78))(plVar2,uVar1);
│      (**(code **)(*plVar2 + 0x10))(plVar2);
│      (**(code **)(*DAT_00101a58 + 0x18))(DAT_00101a58,param_1[0x11]);
│      (**(code **)(*plVar2 + 0x58))(plVar2,lVar3);
│      param_1[0x12] = (longlong)plVar2;
│    }
│    if ((*(byte *)((longlong)param_1 + 0x3e) & 1) != 0) {
│      FUN_0000c58c((longlong)DAT_00101a58,(short *)(param_1 + 3));
│      (**(code **)(*param_1 + 0x10))(param_1);
│    }
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001B998  FUN_0001b998  (2 params)
│
│  
│  void FUN_0001b998(longlong *param_1,undefined8 param_2)
│  
│  {
│    undefined8 uVar1;
│    ulonglong uVar2;
│    short sVar3;
│    undefined8 local_res8;
│    
│    if (((short)param_2 == (short)param_1[2]) &&
│       ((short)((ulonglong)param_2 >> 0x20) == *(short *)((longlong)param_1 + 0x14))) {
│      FUN_000129b0((longlong)param_1,param_2);
│    }
│    else {
│      FUN_000129b0((longlong)param_1,param_2);
│      sVar3 = *(short *)((longlong)param_1 + 0x14);
│      uVar1 = *(undefined8 *)(param_1[0xf] + 0x10);
│      local_res8._0_4_ = (undefined4)uVar1;
│      uVar2 = (**(code **)(*param_1 + 0x80))(param_1);
│      if ((uVar2 & 0xc) == 0) {
│        uVar2 = (**(code **)(*param_1 + 0x80))(param_1);
│        if ((uVar2 & 2) != 0) {
│          sVar3 = sVar3 + -1;
│        }
│      }
│      else {
│        sVar3 = sVar3 + -2;
│      }
│      local_res8 = CONCAT26((short)((ulonglong)uVar1 >> 0x30),CONCAT24(sVar3,(undefined4)local_res8));
│      local_res8 = CONCAT62(local_res8._2_6_,sVar3 + -0xb);
│      (**(code **)(*(longlong *)param_1[0xf] + 0x58))((longlong *)param_1[0xf],local_res8);
│    }
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BA2C  FUN_0001ba2c  (1 params)
│  Called from: 0x0001BB64(FUN_0001bb64) 0x0001C074(FUN_0001c074) 0x0001BBB8(FUN_0001bbb8) 
│
│  
│  void FUN_0001ba2c(longlong *param_1)
│  
│  {
│    short sVar1;
│    ulonglong uVar2;
│    longlong lVar3;
│    undefined8 local_res8;
│    undefined8 local_res10;
│    
│    *(undefined4 *)((longlong)param_1 + 0x9c) = 0xc;
│    for (lVar3 = *(longlong *)(param_1[0x10] + 0x50); lVar3 != 0; lVar3 = *(longlong *)(lVar3 + 0x58))
│    {
│      if (((*(byte *)(lVar3 + 0x3e) & 0x20) == 0) &&
│         (*(int *)((longlong)param_1 + 0x9c) <
│          ((int)*(short *)(lVar3 + 0x16) - (int)*(short *)(lVar3 + 0x12)) + 1)) {
│        *(int *)((longlong)param_1 + 0x9c) =
│             ((int)*(short *)(lVar3 + 0x16) - (int)*(short *)(lVar3 + 0x12)) + 1;
│      }
│    }
│    uVar2 = (**(code **)(*param_1 + 0x80))(param_1);
│    if ((uVar2 & 0xc) == 0) {
│      uVar2 = (**(code **)(*param_1 + 0x80))(param_1);
│      if ((uVar2 & 2) != 0) {
│        *(int *)((longlong)param_1 + 0x9c) = *(int *)((longlong)param_1 + 0x9c) + 2;
│      }
│    }
│    else {
│      *(int *)((longlong)param_1 + 0x9c) = *(int *)((longlong)param_1 + 0x9c) + 4;
│    }
│    *(short *)((longlong)param_1 + 0x16) =
│         *(short *)((longlong)param_1 + 0x12) + *(short *)((longlong)param_1 + 0x9c) + -1;
│    (**(code **)(*param_1 + 0x88))(param_1);
│    local_res8 = param_1[2];
│    uVar2 = (**(code **)(*param_1 + 0x80))(param_1);
│    if ((uVar2 & 0xc) == 0) {
│      uVar2 = (**(code **)(*param_1 + 0x80))(param_1);
│      if ((uVar2 & 2) != 0) {
│        FUN_0000c2c0((short *)&local_res8,&local_res10);
│      }
│    }
│    else {
│      FUN_0000c2f8((short *)&local_res8,&local_res10,2);
│    }
│    sVar1 = local_res8._4_2_ + -0xb;
│    local_res8 = CONCAT62(local_res8._2_6_,sVar1);
│    (**(code **)(*(longlong *)param_1[0xf] + 0x58))((longlong *)param_1[0xf],local_res8);
│    *(short *)((longlong)param_1 + 0x1c) = (short)local_res8 + -1;
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BB64  FUN_0001bb64  (3 params)
│
│  
│  void FUN_0001bb64(longlong *param_1,undefined8 param_2,int param_3)
│  
│  {
│    (**(code **)(*(longlong *)param_1[0x10] + 0x18))();
│    if ((*(byte *)((longlong)param_1 + 0x3e) & 1) != 0) {
│      (**(code **)(*(longlong *)param_1[0x10] + 400))();
│      if (param_3 != 0) {
│        (**(code **)(*param_1 + 0x10))(param_1);
│      }
│    }
│    FUN_0001ba2c(param_1);
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BBB8  FUN_0001bbb8  (3 params)
│  Called from: 0x00045188(FUN_00045188) 
│
│  
│  void FUN_0001bbb8(longlong *param_1,undefined8 param_2,int param_3)
│  
│  {
│    (**(code **)(*(longlong *)param_1[0x10] + 0x20))();
│    if ((*(byte *)((longlong)param_1 + 0x3e) & 1) != 0) {
│      (**(code **)(*(longlong *)param_1[0x10] + 400))();
│      if (param_3 != 0) {
│        (**(code **)(*param_1 + 0x10))(param_1);
│      }
│    }
│    FUN_0001ba2c(param_1);
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BC0C  FUN_0001bc0c  (3 params)
│
│  
│  void FUN_0001bc0c(longlong *param_1,longlong *param_2,int param_3)
│  
│  {
│    if (param_2 == (longlong *)param_1[0xf]) {
│      FUN_00010f44(param_1,param_2,param_3);
│    }
│    else {
│      (**(code **)(*(longlong *)param_1[0x10] + 0x30))();
│    }
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BC30  FUN_0001bc30  (5 params)
│
│  
│  void FUN_0001bc30(longlong *param_1,undefined8 param_2,undefined8 param_3,int param_4,int param_5)
│  
│  {
│    (**(code **)(*(longlong *)param_1[0x10] + 0x150))();
│    if ((*(byte *)((longlong)param_1 + 0x3e) & 1) != 0) {
│      (**(code **)(*(longlong *)param_1[0x10] + 400))();
│      if (param_4 != 0) {
│        (**(code **)(*param_1 + 0xe8))(param_1,param_2);
│      }
│      if (param_5 != 0) {
│        (**(code **)(*param_1 + 0x10))(param_1);
│      }
│    }
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BCC0  FUN_0001bcc0  (1 params)
│  Called from: 0x00045188(FUN_00045188) 
│
│  
│  void FUN_0001bcc0(longlong param_1)
│  
│  {
│                      /* WARNING: Could not recover jumptable at 0x0001bcca. Too many branches */
│                      /* WARNING: Treating indirect jump as call */
│    (**(code **)(**(longlong **)(param_1 + 0x80) + 0xf0))();
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BCD4  FUN_0001bcd4  (1 params)
│
│  
│  void FUN_0001bcd4(longlong *param_1)
│  
│  {
│    (**(code **)(*(longlong *)param_1[0x10] + 0x168))();
│    FUN_0001b830(param_1);
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BCFC  FUN_0001bcfc  (1 params)
│
│  
│  undefined8 FUN_0001bcfc(longlong *param_1)
│  
│  {
│    undefined8 uVar1;
│    
│    uVar1 = (**(code **)(*(longlong *)param_1[0x10] + 0x160))();
│    FUN_0001b830(param_1);
│    return uVar1;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BD34  FUN_0001bd34  (2 params)
│
│  
│  longlong * FUN_0001bd34(longlong *param_1,uint param_2)
│  
│  {
│    FUN_0001b624(param_1);
│    if ((param_2 & 1) != 0) {
│      FUN_00002874((longlong)param_1);
│    }
│    return param_1;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BD64  FUN_0001bd64  (1 params)
│  Called from: 0x0001C074(FUN_0001c074) 0x00043B5C(FUN_00043b5c) 
│
│  
│  void FUN_0001bd64(longlong *param_1)
│  
│  {
│    undefined8 local_res8;
│    
│    *(undefined4 *)(param_1 + 0x14) = 1;
│    FUN_0001b830(param_1);
│    local_res8 = CONCAT26((short)param_1[0x13] + *(short *)((longlong)param_1 + 0x12) + -1,
│                          (int6)param_1[2]);
│    local_res8._0_4_ = CONCAT22(*(short *)((longlong)param_1 + 0x16) + 2,(short)param_1[2]);
│    (**(code **)(*(longlong *)param_1[0x10] + 0x58))((longlong *)param_1[0x10],local_res8);
│                      /* WARNING: Could not recover jumptable at 0x0001bdda. Too many branches */
│                      /* WARNING: Treating indirect jump as call */
│    (**(code **)(*DAT_00101a50 + 0x18))(DAT_00101a50,param_1[0x10],1);
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BDE0  FUN_0001bde0  (1 params)
│  Called from: 0x00043920(FUN_00043920) 0x0001C074(FUN_0001c074) 0x0001BEA8(FUN_0001bea8) 
│
│  
│  void FUN_0001bde0(longlong *param_1)
│  
│  {
│    *(undefined4 *)(param_1 + 0x14) = 0;
│    (**(code **)(*DAT_00101a50 + 0x30))(DAT_00101a50,param_1[0x10],1);
│    FUN_0001b79c((longlong)param_1);
│    FUN_0001b830(param_1);
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BE20  FUN_0001be20  (5 params)
│  Called from: 0x0001BF30(FUN_0001bf30) 0x0004A7B8(FUN_0004a7b8) 
│
│  
│  undefined8 *
│  FUN_0001be20(undefined8 *param_1,undefined8 param_2,undefined8 *param_3,undefined2 param_4,
│              ushort param_5)
│  
│  {
│    FUN_00008e58(param_1,param_3,param_4,param_5);
│    *(ushort *)((longlong)param_1 + 0x3e) = *(ushort *)((longlong)param_1 + 0x3e) & 0xffbf;
│    param_1[0x7c3] = param_2;
│    *param_1 = &PTR_FUN_0007c6e0;
│    return param_1;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BE78  FUN_0001be78  (2 params)
│
│  
│  undefined8 * FUN_0001be78(undefined8 *param_1,uint param_2)
│  
│  {
│    FUN_000084ac(param_1);
│    if ((param_2 & 1) != 0) {
│      FUN_00002874((longlong)param_1);
│    }
│    return param_1;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BEA8  FUN_0001bea8  (2 params)
│  Called from: 0x00048DA0(FUN_00048da0) 
│
│  
│  ulonglong FUN_0001bea8(longlong *param_1,ushort *param_2)
│  
│  {
│    ushort uVar1;
│    ulonglong uVar2;
│    
│    uVar1 = *param_2;
│    uVar2 = 0;
│    if (((0x7f < uVar1) && (uVar1 < 0x4000)) && (((byte)uVar1 & 0xf) == 4)) {
│      FUN_00008f10(param_1,param_2);
│      FUN_0001bde0((longlong *)param_1[0x7c3]);
│    }
│    if ((*param_2 == 0x20) && (param_2[1] == 0xd)) {
│      FUN_00008f10(param_1,param_2);
│      FUN_0001bde0((longlong *)param_1[0x7c3]);
│    }
│    else {
│      uVar2 = FUN_00008f10(param_1,param_2);
│      uVar2 = uVar2 & 0xffffffff;
│    }
│    return uVar2;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001BF30  FUN_0001bf30  (4 params)
│  Called from: 0x00045188(FUN_00045188) 
│
│  
│  undefined8 * FUN_0001bf30(undefined8 *param_1,undefined8 *param_2,undefined2 param_3,ushort param_4)
│  
│  {
│    longlong *plVar1;
│    longlong *plVar2;
│    undefined8 *puVar3;
│    longlong *plVar4;
│    undefined2 local_res8;
│    undefined2 local_resa;
│    undefined2 local_resc;
│    undefined2 local_rese;
│    
│    FUN_00010c78(param_1,param_2,param_3,param_4);
│    plVar4 = (longlong *)0x0;
│    *(undefined1 *)(param_1 + 7) = 0xa4;
│    *(undefined4 *)(param_1 + 0x14) = 0;
│    *param_1 = &PTR_FUN_0007c5d0;
│    local_res8 = 0;
│    local_resa = 0;
│    local_resc = 0;
│    local_rese = 0;
│    *(int *)(param_1 + 0x13) =
│         ((int)*(short *)((longlong)param_1 + 0x16) - (int)*(short *)((longlong)param_1 + 0x12)) + 1;
│    plVar1 = (longlong *)thunk_FUN_00002888(0xb0);
│    plVar2 = plVar4;
│    if (plVar1 != (longlong *)0x0) {
│      plVar2 = FUN_00005920(plVar1,(undefined8 *)&local_res8,0xdfdd0,1000,0x8010);
│    }
│    param_1[0xf] = plVar2;
│    *(ushort *)((longlong)param_1 + 0x3e) = *(ushort *)((longlong)param_1 + 0x3e) | 0x440;
│    *(undefined2 *)(param_1 + 8) = 0x1000;
│    (**(code **)(*plVar2 + 0x68))(plVar2,0x20);
│    (**(code **)(*(longlong *)param_1[0xf] + 0x70))((longlong *)param_1[0xf],0x40);
│    FUN_00011fac((longlong)param_1,(longlong *)param_1[0xf],1);
│    puVar3 = (undefined8 *)thunk_FUN_00002888(0x3e20);
│    if (puVar3 != (undefined8 *)0x0) {
│      plVar4 = FUN_0001be20(puVar3,param_1,param_1 + 2,param_3,param_4);
│    }
│    param_1[0x10] = plVar4;
│    (**(code **)(*plVar4 + 0x68))(plVar4,0x4000);
│    param_1[0x11] = 0;
│    param_1[0x12] = 0;
│    return param_1;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001C074  FUN_0001c074  (2 params)
│  Called from: 0x00043B5C(FUN_00043b5c) 
│
│  
│  undefined8 FUN_0001c074(longlong *param_1,ushort *param_2)
│  
│  {
│    ushort uVar1;
│    undefined8 uVar2;
│    longlong lVar3;
│    undefined8 local_res10;
│    ushort local_38 [4];
│    undefined8 local_30;
│    undefined8 local_28;
│    undefined8 local_20;
│    
│    uVar1 = *param_2;
│    if (uVar1 == 8) {
│      FUN_0001ba2c(param_1);
│      local_res10._0_6_ = (undefined6)param_1[2];
│      local_res10 = CONCAT26((short)((ulonglong)param_1[2] >> 0x10) +
│                             *(short *)((longlong)param_1 + 0x9c) + -1,(undefined6)local_res10);
│      (**(code **)(*param_1 + 0x58))(param_1,local_res10);
│      *(undefined4 *)(param_1 + 0x14) = 0;
│      lVar3 = (**(code **)(*(longlong *)param_1[0x10] + 0x158))();
│      if ((lVar3 != 0) ||
│         (lVar3 = (**(code **)(*(longlong *)param_1[0x10] + 0x160))((longlong *)param_1[0x10],0),
│         lVar3 != 0)) {
│        local_res10._0_6_ = (undefined6)param_1[2];
│        local_res10 = CONCAT26((short)param_1[0x13] + *(short *)((longlong)param_1 + 0x12) + -1,
│                               (undefined6)local_res10);
│        local_res10._0_4_ = CONCAT22(*(short *)((longlong)param_1 + 0x16) + 1,(short)param_1[2]);
│        (**(code **)(*(longlong *)param_1[0x10] + 0x58))((longlong *)param_1[0x10],local_res10);
│        (**(code **)(*(longlong *)param_1[0x10] + 400))();
│        FUN_0001b830(param_1);
│      }
│      FUN_000122d8(param_1,param_2);
│    }
│    else {
│      if (uVar1 == 0xf) {
│        FUN_000122d8(param_1,param_2);
│      }
│      else {
│        if (uVar1 != 0x10) {
│          if (uVar1 == 0x20) {
│            uVar1 = param_2[1];
│            if ((uVar1 == 0xd) || ((0x25d < (short)uVar1 && ((short)uVar1 < 0x260)))) {
│              if ((int)param_1[0x14] == 0) {
│                if (((param_2[1] != 0x25f) && (param_2[1] != 0x25e)) && ((param_2[0x10] & 0xb) == 0))
│                goto LAB_0001c107;
│                local_20 = 0;
│                local_28 = 0;
│                local_30 = 0;
│                param_2 = local_38;
│                local_38[0] = 0x3f04;
│                lVar3 = *param_1;
│              }
│              else {
│                param_1 = (longlong *)param_1[0x10];
│                if ((*(byte *)((longlong)param_1 + 0x3e) & 1) == 0) {
│                  return 0;
│                }
│                lVar3 = *param_1;
│              }
│              (**(code **)(lVar3 + 8))(param_1,param_2);
│              return 0;
│            }
│          }
│          else if (uVar1 == 0x3f04) {
│            if ((int)param_1[0x14] != 0) {
│              FUN_0001bde0(param_1);
│              return 0;
│            }
│            FUN_0001bd64(param_1);
│            return 0;
│          }
│  LAB_0001c107:
│          uVar2 = FUN_000122d8(param_1,param_2);
│          return uVar2;
│        }
│        FUN_000122d8(param_1,param_2);
│        if ((int)param_1[0x14] != 0) {
│          FUN_0001bde0(param_1);
│        }
│      }
│      FUN_0001b830(param_1);
│    }
│    return 0;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001C258  FUN_0001c258  (3 params)
│  Called from: 0x0001AED0(FUN_0001aed0) 
│
│  
│  void FUN_0001c258(uint param_1,int *param_2,int *param_3)
│  
│  {
│    int iVar1;
│    int iVar2;
│    uint uVar3;
│    
│    uVar3 = param_1;
│    if (0x5a < (int)param_1) {
│      uVar3 = param_1 + ((param_1 - 0x5b) / 0x5a + 1) * -0x5a;
│    }
│    if ((int)uVar3 < 0) {
│      uVar3 = uVar3 + 0x5a + ((-uVar3 - 1) / 0x5a) * 0x5a;
│    }
│    if ((int)param_1 < 0) {
│      param_1 = param_1 + 0x168 + ((-param_1 - 1) / 0x168) * 0x168;
│    }
│    if (0x167 < (int)param_1) {
│      param_1 = param_1 % 0x168;
│    }
│    if (param_1 - 1 < 0x59) {
│      if (param_2 != (int *)0x0) {
│        *param_2 = (&DAT_000e09b0)[(int)uVar3];
│      }
│      if (param_3 == (int *)0x0) {
│        return;
│      }
│      iVar1 = (&DAT_000e0b18)[-(longlong)(int)uVar3];
│      goto LAB_0001c483;
│    }
│    if (param_1 - 0x5b < 0x59) {
│      if (param_2 != (int *)0x0) {
│        *param_2 = (&DAT_000e0b18)[-(longlong)(int)uVar3];
│      }
│      if (param_3 == (int *)0x0) {
│        return;
│      }
│      iVar1 = (&DAT_000e09b0)[(int)uVar3];
│    }
│    else {
│      if (0x58 < param_1 - 0xb5) {
│        if (param_1 - 0x10f < 0x59) {
│          if (param_2 != (int *)0x0) {
│            *param_2 = -(&DAT_000e0b18)[-(longlong)(int)uVar3];
│          }
│          if (param_3 == (int *)0x0) {
│            return;
│          }
│          iVar1 = (&DAT_000e09b0)[(int)uVar3];
│          goto LAB_0001c483;
│        }
│        if (param_1 == 0) {
│          iVar1 = DAT_000e0b18;
│          if (param_2 != (int *)0x0) {
│            *param_2 = DAT_000e09b0;
│            iVar1 = DAT_000e0b18;
│          }
│        }
│        else {
│          iVar1 = DAT_000e09b0;
│          if (param_1 == 0x5a) {
│            iVar2 = DAT_000e0b18;
│            if (param_2 != (int *)0x0) {
│  LAB_0001c475:
│              *param_2 = iVar2;
│              iVar1 = DAT_000e09b0;
│            }
│          }
│          else {
│            if (param_1 == 0xb4) {
│              if (param_2 != (int *)0x0) {
│                *param_2 = DAT_000e09b0;
│              }
│              iVar1 = DAT_000e0b18;
│              if (param_3 == (int *)0x0) {
│                return;
│              }
│              goto LAB_0001c37c;
│            }
│            if (param_1 != 0x10e) {
│              return;
│            }
│            if (param_2 != (int *)0x0) {
│              iVar2 = -DAT_000e0b18;
│              goto LAB_0001c475;
│            }
│          }
│        }
│        if (param_3 == (int *)0x0) {
│          return;
│        }
│        goto LAB_0001c483;
│      }
│      if (param_2 != (int *)0x0) {
│        *param_2 = -(&DAT_000e09b0)[(int)uVar3];
│      }
│      if (param_3 == (int *)0x0) {
│        return;
│      }
│      iVar1 = (&DAT_000e0b18)[-(longlong)(int)uVar3];
│    }
│  LAB_0001c37c:
│    iVar1 = -iVar1;
│  LAB_0001c483:
│    *param_3 = iVar1;
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001C48C  FUN_0001c48c  (2 params)
│  Called from: 0x00042D14(FUN_00042d14) 
│
│  
│  void FUN_0001c48c(uint *param_1,uint *param_2)
│  
│  {
│    *param_1 = (uint)DAT_00101a98;
│    *param_2 = (uint)DAT_00101a9c;
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001C4A0  FUN_0001c4a0  (0 params)
│  Called from: 0x00052C98(FUN_00052c98) 0x00052968(FUN_00052968) 0x000033DC(FUN_000033dc) 
│
│  
│  undefined4 FUN_0001c4a0(void)
│  
│  {
│    undefined4 uVar1;
│    
│    uVar1 = 0;
│    if (DAT_00101a90 != 0) {
│      uVar1 = *(undefined4 *)(*(longlong *)(DAT_00101a90 + 0x18) + 4);
│    }
│    return uVar1;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001C4B8  FUN_0001c4b8  (4 params)
│  Called from: 0x00052C98(FUN_00052c98) 0x000165BC(FUN_000165bc) 0x00016734(FUN_00016734) 0x000033DC(FUN_000033dc) 
│
│  
│  void FUN_0001c4b8(ushort param_1,undefined8 param_2,undefined8 param_3,undefined8 param_4)
│  
│  {
│    longlong lVar1;
│    
│    if (DAT_00101a90 != 0) {
│      lVar1 = (**(code **)(DAT_00101a90 + 8))(DAT_00101a90,param_1);
│      if (lVar1 != 0) {
│        FUN_00001bcc("Unable to set graphics mode 0x%X, status=0x%i64X.  PSA halted.\n",
│                     (ulonglong)param_1,lVar1,param_4);
│        thunk_FUN_0000045a();
│      }
│    }
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001C4F8  FUN_0001c4f8  (0 params)
│  Called from: 0x0001C72C(FUN_0001c72c) 0x0001C7C4(FUN_0001c7c4) 0x0001C680(FUN_0001c680) 
│
│  
│  void FUN_0001c4f8(void)
│  
│  {
│    ulonglong uVar1;
│    
│    if (DAT_00101a90 == 0) {
│      uVar1 = 1;
│    }
│    else {
│      uVar1 = (ulonglong)**(uint **)(DAT_00101a90 + 0x18);
│    }
│    if ((uint)uVar1 < 10) {
│      *(undefined2 *)(&DAT_000e0b20 + uVar1 * 2) = 0xffff;
│    }
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001C528  FUN_0001c528  (2 params)
│  Called from: 0x000151AC(FUN_000151ac) 0x0005263C(FUN_0005263c) 
│
│  
│  void FUN_0001c528(undefined8 *param_1,ulonglong *param_2)
│  
│  {
│    uint uVar1;
│    longlong lVar2;
│    longlong lVar3;
│    ulonglong uVar4;
│    
│    if (DAT_00101a90 == 0) {
│      *param_1 = 0;
│      *param_2 = 0;
│    }
│    else {
│      *param_1 = *(undefined8 *)(*(longlong *)(DAT_00101a90 + 0x18) + 0x18);
│      *param_2 = *(ulonglong *)(*(longlong *)(DAT_00101a90 + 0x18) + 0x20);
│      lVar2 = *(longlong *)(*(longlong *)(DAT_00101a90 + 0x18) + 8);
│      lVar3 = *(longlong *)(*(longlong *)(DAT_00101a90 + 0x18) + 8);
│      if (*(uint *)(lVar2 + 4) < *(uint *)(lVar2 + 0x20)) {
│        uVar1 = *(uint *)(lVar3 + 0x20);
│      }
│      else {
│        uVar1 = *(uint *)(lVar3 + 4);
│      }
│      uVar4 = (ulonglong)*(uint *)(*(longlong *)(*(longlong *)(DAT_00101a90 + 0x18) + 8) + 8) *
│              (ulonglong)uVar1 * 4;
│      if (*(ulonglong *)(*(longlong *)(DAT_00101a90 + 0x18) + 0x20) < uVar4) {
│        FUN_0004fce8("FrameBufferSize %X is too small, increasing to %X",
│                     *(ulonglong *)(*(longlong *)(DAT_00101a90 + 0x18) + 0x20),uVar4,(ulonglong)uVar1)
│        ;
│        *param_2 = uVar4;
│      }
│    }
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001C5D0  FUN_0001c5d0  (4 params)
│  Called from: 0x00002F00(FUN_00002f00) 0x0006DF64(FUN_0006df64) 0x0005263C(FUN_0005263c) 
│
│  
│  void FUN_0001c5d0(uint *param_1,uint *param_2,undefined4 *param_3,int param_4)
│  
│  {
│    longlong lVar1;
│    longlong lVar2;
│    uint uVar3;
│    
│    if (DAT_00101a90 == 0) {
│      *param_1 = 0x280;
│      *param_2 = 0x1e0;
│    }
│    else {
│      lVar1 = *(longlong *)(*(longlong *)(DAT_00101a90 + 0x18) + 8);
│      lVar2 = *(longlong *)(*(longlong *)(DAT_00101a90 + 0x18) + 8);
│      if (*(uint *)(lVar1 + 4) < *(uint *)(lVar1 + 0x20)) {
│        uVar3 = *(uint *)(lVar2 + 0x20);
│      }
│      else {
│        uVar3 = *(uint *)(lVar2 + 4);
│      }
│      if (((int)DAT_000e0b48 < 2) || (param_4 != 0)) {
│        *param_1 = uVar3;
│        *param_2 = *(uint *)(*(longlong *)(*(longlong *)(DAT_00101a90 + 0x18) + 8) + 8);
│      }
│      else {
│        *param_1 = uVar3 / DAT_000e0b48;
│        *param_2 = *(uint *)(*(longlong *)(*(longlong *)(DAT_00101a90 + 0x18) + 8) + 8) / DAT_000e0b48
│        ;
│      }
│    }
│    *param_3 = 0x20;
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0001C680  FUN_0001c680  (4 params)
│  Called from: 0x0001C72C(FUN_0001c72c) 
│
│  
│  /* WARNING: Type propagation algorithm not settling */
│  
│  undefined8 FUN_0001c680(ushort param_1,ushort param_2,undefined2 *param_3,ulonglong param_4)
│  
│  {
│    longlong lVar1;
│    longlong lVar2;
│    uint uVar3;
│    undefined8 uVar4;
│    longlong local_28 [2];
│    
│    uVar4 = 0;
│    lVar1 = FUN_0001c4f8();
│    local_28[1] = 0;
│    local_28[0] = 0;
│    lVar2 = (*(code *)*DAT_00101a90)
